Restaurant;Location;Cuisines;Average_Cost;Minimum_Order;Rating;Votes;Reviews;Delivery_Time
ID_4625;Delhi University-GTB Nagar;North Eastern, Momos, Fast Food, Beverages, Tibetan;100;50;2.9;-;-;30 minutes
ID_6106;Sector 1, Noida;Fast Food, Chinese;100;50;-;-;-;30 minutes
ID_6640;Delhi Administration Flats, Timarpur;Chinese, North Indian;200;50;3.7;95;51;30 minutes
ID_1863;Sector 1, Noida;North Indian, Chinese, Fast Food;150;50;NEW;-;-;30 minutes
ID_7237;Nathan Road, Mangaldas Road, Pune;North Indian, Chinese, Fast Food;200;50;-;-;-;30 minutes
ID_3343;Tejas Nagar Colony, Wadala West, Mumbai;South Indian, North Indian, Chinese, Street Food;200;50;3.3;15;6;30 minutes
ID_1355;Majestic;Bakery;200;50;3.4;19;1;30 minutes
ID_3663;D-Block, Sector 63, Noida;Bakery, Desserts, Fast Food;250;50;3.8;153;90;45 minutes
ID_2924;Dockyard Road, Mumbai CST Area;Bakery, Desserts;200;50;3.0;4;1;45 minutes
ID_929;Majestic;Biryani, Kebab;150;50;3.3;8;2;30 minutes
ID_2420;Sector 1, Noida;North Indian, South Indian, Chinese;200;50;-;-;-;30 minutes
ID_2908;Delhi University-GTB Nagar;Street Food, North Indian, Desserts, Ice Cream, Beverages;100;50;4.2;1254;771;65 minutes
ID_3832;Rmz Centennial, I Gate, Whitefield;North Indian, Street Food;100;50;4.0;615;184;45 minutes
ID_4003;Yerawada, Pune, Maharashtra;North Indian, Maharashtrian, Konkan, Biryani, Malwani;250;50;3.8;431;193;65 minutes
ID_5509;D-Block, Sector 63, Noida;Pizza, Fast Food;200;50;3.5;18;8;30 minutes
ID_7850;Pune University;North Indian, Chinese, Fast Food, Pizza, Juices;200;50;3.6;109;55;45 minutes
ID_4126;Mico Layout, Stage 2, BTM Layout,Bangalore;American, North Indian, Chinese, Asian, Biryani, Beverages;600;50;4.6;5421;3371;45 minutes
ID_2725;Delhi Administration Flats, Timarpur;Chinese, Naga;150;50;3.5;173;34;45 minutes
ID_1074;Sandhurst Road, Mumbai CST Area;Mithai, Street Food;150;50;3.7;6;-;30 minutes
ID_4006;FTI College, Law College Road, Pune;North Indian, Chinese, Fast Food;200;50;3.1;6;-;30 minutes
ID_3390;Nathan Road, Mangaldas Road, Pune;North Indian;150;50;-;-;-;30 minutes
ID_2700;Babarpur, New Delhi, Delhi;Pizza, Chinese;200;50;NEW;-;-;30 minutes
ID_8462;Mico Layout, Stage 2, BTM Layout,Bangalore;American, Fast Food;150;50;3.3;11;8;30 minutes
ID_2353;Delhi University-GTB Nagar;North Indian;100;50;NEW;-;-;30 minutes
ID_4151;Sector 1, Noida;Beverages;150;50;4.1;205;133;65 minutes
ID_4444;Babarpur, New Delhi, Delhi;Continental, Beverages;100;50;Opening Soon;-;-;30 minutes
ID_3517;Sector 3, Marathalli;Biryani, North Indian, Chinese;250;50;2.7;110;22;65 minutes
ID_7574;Mumbai Central;Continental, Italian, Chinese, North Indian;650;50;4.3;669;344;45 minutes
ID_4363;Sector 63A,Gurgaon;European, Asian, Italian;600;50;4.0;105;62;30 minutes
ID_843;Sector 14, Noida;Mithai, Chinese, Street Food;200;50;3.3;8;1;30 minutes
ID_1246;Sandhurst Road, Mumbai CST Area;Continental, Fast Food;200;50;4.1;30;28;30 minutes
ID_1519;Moulali, Kolkata;Bengali, Chinese, North Indian, Biryani;50;50;3.3;10;3;30 minutes
ID_6631;Mumbai Central;North Indian, Chinese, Mughlai, Fast Food;300;50;4.1;2521;1150;65 minutes
ID_5086;Delhi High Court, India Gate;Ice Cream;150;50;4.6;4109;2303;30 minutes
ID_8046;Tiretti, Kolkata;Beverages, Salad, Desserts;150;99;3.9;210;144;45 minutes
ID_2306;Sector 14, Noida;Bakery;150;500;3.9;607;323;120 minutes
ID_5312;Delhi Administration Flats, Timarpur;North Indian, Rolls;150;50;3.8;229;64;45 minutes
ID_8508;Sector 1, Noida;BBQ;250;0;-;-;-;30 minutes
ID_7962;Delhi Cantt.;Salad, Healthy Food, Beverages;400;99;4.2;425;285;65 minutes
ID_5335;Sector 3, Marathalli;North Indian, Chinese, Odia;200;50;3.1;105;25;45 minutes
ID_3970;Rmz Centennial, I Gate, Whitefield;Burger, Fast Food;200;50;3.1;363;80;45 minutes
ID_6722;FTI College, Law College Road, Pune;North Indian, Chinese, Malwani;250;50;3.3;92;33;30 minutes
ID_895;Delhi Administration Flats, Timarpur;Biryani;150;50;4.1;48;45;30 minutes
ID_2651;Delhi University-GTB Nagar;North Indian, Fast Food;100;50;3.5;33;1;30 minutes
ID_2685;Delhi University-GTB Nagar;Cafe, Fast Food, North Indian, Italian;350;50;NEW;-;-;30 minutes
ID_6940;D-Block, Sector 63, Noida;North Indian;200;50;NEW;-;-;30 minutes
ID_43;Nathan Road, Mangaldas Road, Pune;Mexican, Beverages;300;50;4.3;117;77;65 minutes
ID_243;Sandhurst Road, Mumbai CST Area;Fast Food;200;50;3.6;29;11;30 minutes
ID_8034;Raja Bazar, Kolkata;North Indian, Rajasthani, Beverages;100;50;3.2;8;2;30 minutes
ID_6900;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Pizza, Bakery;200;50;3.7;798;405;45 minutes
ID_3716;FTI College, Law College Road, Pune;Chinese, North Indian;100;50;3.9;117;16;30 minutes
ID_7524;Yerawada, Pune, Maharashtra;Chinese, Malaysian, Thai, Japanese;550;50;4.0;965;518;45 minutes
ID_7064;Panjetan Colony, Malakpet, Hyderabad;South Indian, North Indian;100;50;3.3;12;1;45 minutes
ID_5750;Sector 1, Noida;Pizza;200;50;3.7;745;148;45 minutes
ID_6127;Sector 63A,Gurgaon;Healthy Food, Sandwich, Beverages;250;50;4.3;209;160;30 minutes
ID_3217;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Beverages;100;50;-;-;-;30 minutes
ID_7411;Delhi University-GTB Nagar;North Indian, Chinese, Rolls;200;50;NEW;-;-;30 minutes
ID_2367;Sector 14, Noida;Desserts, Burger, Beverages, Fast Food, Cafe, Bakery;250;50;4.0;277;185;30 minutes
ID_6922;Mumbai Central;Pizza, Fast Food;200;50;2.8;177;84;65 minutes
ID_735;D-Block, Sector 63, Noida;Bengali;200;50;3.6;38;12;30 minutes
ID_5335;Rmz Centennial, I Gate, Whitefield;North Indian, Chinese, Odia;200;50;3.1;105;25;45 minutes
ID_8090;Sector 1, Noida;North Indian, Continental, Chinese, Italian, Finger Food, Momos;800;50;4.5;2257;1708;45 minutes
ID_659;Gora Bazar, Rajbari, North Dumdum, Kolkata;Bengali;200;50;NEW;-;-;30 minutes
ID_6615;Delhi University-GTB Nagar;Fast Food, Beverages;150;50;4.4;58;44;30 minutes
ID_1391;Sandhurst Road, Mumbai CST Area;North Indian, Chinese, Seafood;250;50;3.9;91;55;30 minutes
ID_4970;MG Road, Pune;Street Food;50;50;3.8;70;24;65 minutes
ID_114;Sector 1, Noida;North Indian;200;50;3.6;95;22;30 minutes
ID_3847;Mico Layout, Stage 2, BTM Layout,Bangalore;Street Food, North Indian;150;50;3.6;10;5;30 minutes
ID_7624;Majestic;Bakery, Fast Food;150;50;3.7;24;11;30 minutes
ID_7014;Yerawada, Pune, Maharashtra;Chinese, North Indian, Maharashtrian;250;50;3.3;47;23;30 minutes
ID_4712;Nathan Road, Mangaldas Road, Pune;Street Food, Fast Food;200;50;3.9;199;74;30 minutes
ID_5303;Mico Layout, Stage 2, BTM Layout,Bangalore;Healthy Food, Chinese, North Indian, Asian, Continental, Fast Food;350;50;3.9;81;39;30 minutes
ID_3935;Dockyard Road, Mumbai CST Area;Rolls;150;99;4.3;1389;699;45 minutes
ID_4777;Pune University;North Indian, Mughlai;250;99;3.5;410;99;45 minutes
ID_7704;FTI College, Law College Road, Pune;Fast Food, Beverages;250;50;3.6;34;23;30 minutes
ID_1303;Sandhurst Road, Mumbai CST Area;Parsi, Continental, Fast Food, North Indian, Chinese;450;50;3.8;780;412;30 minutes
ID_8584;Sector 3, Marathalli;Pizza;150;50;3.9;29;22;30 minutes
ID_6574;Sector 1, Noida;North Indian;200;50;3.3;44;18;45 minutes
ID_2071;Mumbai Central;North Indian, Mughlai, Chinese;300;50;3.3;11;5;30 minutes
ID_4987;Mumbai Central;Desserts, Ice Cream;100;50;3.4;9;4;30 minutes
ID_3475;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Chinese, Biryani;300;50;3.8;94;46;30 minutes
ID_3262;Sector 14, Noida;Mithai, North Indian, South Indian;200;50;4.0;292;163;30 minutes
ID_7436;Tejas Nagar Colony, Wadala West, Mumbai;Ice Cream, Beverages;100;50;-;-;-;30 minutes
ID_2450;D-Block, Sector 63, Noida;Chinese, North Indian, Momos;100;50;3.5;64;26;30 minutes
ID_3346;FTI College, Law College Road, Pune;North Indian;150;50;NEW;-;-;30 minutes
ID_2557;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Healthy Food, Fast Food, Sandwich, Beverages;150;50;3.7;149;37;45 minutes
ID_4390;Sandhurst Road, Mumbai CST Area;Bakery, Desserts;250;50;3.8;214;110;30 minutes
ID_2781;Moulali, Kolkata;Bakery;200;50;-;-;-;30 minutes
ID_5504;D-Block, Sector 63, Noida;Mithai;100;50;-;-;-;30 minutes
ID_890;D-Block, Sector 63, Noida;Biryani;200;50;-;-;-;30 minutes
ID_4324;Hyderabad Public School, Begumpet;North Indian, South Indian, Chinese;100;50;3.3;11;1;45 minutes
ID_6282;Sector 1, Noida;North Indian, Chinese, Fast Food;100;50;3.6;37;24;30 minutes
ID_2614;Delhi High Court, India Gate;Burger, Sandwich, North Indian, Chinese;200;50;4.0;21;19;30 minutes
ID_2336;Jaya Nagar, Saidabad, Hyderabad;South Indian;100;50;3.6;343;36;65 minutes
ID_7522;Delhi High Court, India Gate;Cafe, Continental;750;50;3.9;592;439;30 minutes
ID_6646;Rmz Centennial, I Gate, Whitefield;North Indian;200;50;3.4;102;41;30 minutes
ID_6229;Delhi University-GTB Nagar;Rolls, Fast Food;150;50;4.5;318;181;30 minutes
ID_2092;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;BBQ, Fast Food, Kebab, Mughlai, North Indian;200;50;3.7;141;21;30 minutes
ID_1586;Dockyard Road, Mumbai CST Area;Fast Food;100;50;2.9;5;2;30 minutes
ID_2524;FTI College, Law College Road, Pune;Continental, American, Asian, North Indian, South Indian, European, Chinese, Fast Food;600;50;4.5;1926;1191;30 minutes
ID_188;Sector 14, Noida;North Indian, Mughlai, Beverages;150;50;3.1;61;24;30 minutes
ID_6565;FTI College, Law College Road, Pune;North Indian, Malwani, Biryani;250;50;3.4;15;8;30 minutes
ID_7229;Delhi University-GTB Nagar;Healthy Food, Fast Food;150;50;3.5;49;9;45 minutes
ID_7314;Delhi High Court, India Gate;Mexican, Fast Food;250;50;4.0;66;46;30 minutes
ID_5619;Delhi Administration Flats, Timarpur;Fast Food, Beverages;200;50;3.8;254;118;45 minutes
ID_7203;Sandhurst Road, Mumbai CST Area;Mithai;150;50;3.7;56;24;45 minutes
ID_3291;Sector 3, Marathalli;Momos, Chinese, Fast Food;150;50;4.3;374;184;45 minutes
ID_2782;MG Road, Pune;Bakery;100;50;-;-;-;30 minutes
ID_1462;Delhi Administration Flats, Timarpur;Fast Food;100;50;3.5;151;21;30 minutes
ID_5432;Sector 1, Noida;Asian, Chinese, Thai;350;50;4.4;76;65;30 minutes
ID_6767;Sandhurst Road, Mumbai CST Area;Seafood, North Indian;250;50;3.8;90;40;45 minutes
ID_1665;Mumbai Central;American, Mexican, Burger, Tex-Mex;1;50;4.1;2866;1961;45 minutes
ID_6688;Sector 3, Marathalli;North Indian, Chinese;600;50;3.8;469;291;45 minutes
ID_8323;Sector 1, Noida;Fast Food;150;50;-;-;-;65 minutes
ID_7501;Hyderabad Public School, Begumpet;North Indian, South Indian, Desserts, Beverages;150;50;3.3;14;8;30 minutes
ID_6966;Sector 14, Noida;North Indian;150;50;3.6;57;10;45 minutes
ID_343;Mico Layout, Stage 2, BTM Layout,Bangalore;Bengali;250;50;3.8;524;171;45 minutes
ID_2816;Delhi High Court, India Gate;Chinese, Japanese, Seafood, Fast Food, Momos;600;0;3.8;1098;548;65 minutes
ID_8210;Sector 14, Noida;North Indian, European, Asian, Mediterranean;850;50;4.2;1515;1067;45 minutes
ID_8161;Pune University;Fast Food;150;50;3.4;22;5;30 minutes
ID_8425;Sector 1, Noida;North Indian, Mughlai, Momos;450;99;4.7;2133;1005;45 minutes
ID_6362;Mico Layout, Stage 2, BTM Layout,Bangalore;South Indian, North Indian, Chinese, Street Food, Beverages;250;50;3.9;84;40;30 minutes
ID_5293;Sector 1, Noida;North Indian, Fast Food;150;50;3.3;11;4;30 minutes
ID_7581;Babarpur, New Delhi, Delhi;North Indian;250;50;NEW;-;-;30 minutes
ID_498;Rmz Centennial, I Gate, Whitefield;Desserts, Ice Cream, Beverages;150;50;4.1;79;39;65 minutes
ID_6118;MG Road, Pune;North Indian, Chinese;150;50;3.4;78;33;30 minutes
ID_2820;Delhi University-GTB Nagar;North Indian, Chinese;300;50;-;-;-;30 minutes
ID_3575;Sector 1, Noida;North Indian, Mughlai;300;50;4.3;570;224;65 minutes
ID_761;Delhi University-GTB Nagar;North Indian, Fast Food;150;50;3.5;21;5;30 minutes
ID_2947;D-Block, Sector 63, Noida;North Indian, Chinese, Continental;700;50;3.8;152;86;30 minutes
ID_3702;Babarpur, New Delhi, Delhi;Mithai, North Indian, Italian, Mexican;100;50;3.4;20;4;45 minutes
ID_6917;Sector 1, Noida;Burger, Wraps, Sandwich, Fast Food, Beverages, Desserts;150;50;3.6;17;6;30 minutes
ID_7462;Mico Layout, Stage 2, BTM Layout,Bangalore;Beverages;150;50;4.1;254;116;30 minutes
ID_7234;Hyderabad Public School, Begumpet;Chinese, South Indian;100;50;3.2;17;3;30 minutes
ID_7187;Dockyard Road, Mumbai CST Area;Chinese, Street Food, Fast Food;200;50;3.3;7;5;30 minutes
ID_8163;Babarpur, New Delhi, Delhi;Bakery, Fast Food;100;50;3.4;11;5;30 minutes
ID_1377;Dockyard Road, Mumbai CST Area;Bakery, Desserts;150;50;4.3;65;33;30 minutes
ID_6796;FTI College, Law College Road, Pune;Mithai;50;50;3.2;8;-;30 minutes
ID_5594;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Mughlai, North Indian;250;50;3.7;179;46;45 minutes
ID_7114;Sector 3, Marathalli;South Indian;150;50;3.5;14;3;45 minutes
ID_8101;Sandhurst Road, Mumbai CST Area;Fast Food, Italian;200;50;3.4;16;4;30 minutes
ID_7184;Jaya Nagar, Saidabad, Hyderabad;Fast Food, Healthy Food, Sandwich, Salad;200;50;3.5;254;22;30 minutes
ID_2780;Sandhurst Road, Mumbai CST Area;Fast Food, Chinese;200;50;3.1;76;36;45 minutes
ID_5220;Rmz Centennial, I Gate, Whitefield;North Indian, South Indian;200;50;3.4;6;2;30 minutes
ID_7935;Babarpur, New Delhi, Delhi;North Indian;100;50;3.7;115;2;30 minutes
ID_3530;Mico Layout, Stage 2, BTM Layout,Bangalore;Bakery, Desserts, Ice Cream;200;50;4.1;137;66;30 minutes
ID_6165;Sector 1, Noida;Biryani, North Indian;150;50;3.6;21;1;30 minutes
ID_7123;Sector 1, Noida;Bakery, Desserts, Fast Food;200;50;3.7;25;14;30 minutes
ID_7745;D-Block, Sector 63, Noida;North Indian, Chinese, South Indian;100;50;3.2;6;1;30 minutes
ID_3584;Delhi High Court, India Gate;North Indian, Mughlai, Biryani;250;50;NEW;-;-;20 minutes
ID_1244;Sector 1, Noida;Cafe, Fast Food;150;50;3.9;125;81;45 minutes
ID_6609;Delhi Administration Flats, Timarpur;Beverages, Ice Cream;100;50;3.3;13;4;30 minutes
ID_6824;Delhi University-GTB Nagar;Street Food;100;50;3.8;185;33;30 minutes
ID_8616;FTI College, Law College Road, Pune;Chinese, Fast Food;200;50;3.5;56;9;45 minutes
ID_2147;Delhi Administration Flats, Timarpur;Bakery, Beverages, Chinese;150;50;3.5;19;7;30 minutes
ID_90;Delhi Administration Flats, Timarpur;North Indian;250;50;3.2;10;2;30 minutes
ID_5050;Moulali, Kolkata;Mishti, Street Food;50;50;3.5;59;17;65 minutes
ID_7723;D-Block, Sector 63, Noida;North Indian, Mughlai, Chinese;200;50;NEW;-;-;30 minutes
ID_1990;Dockyard Road, Mumbai CST Area;Chinese, Fast Food;200;50;3.2;24;2;45 minutes
ID_6591;Sector 14, Noida;North Indian;100;50;3.5;66;15;45 minutes
ID_1865;Sandhurst Road, Mumbai CST Area;Bakery, Desserts;150;99;4.0;60;47;65 minutes
ID_2124;Sector 3, Marathalli;North Indian, Chinese;150;50;3.5;8;3;30 minutes
ID_4942;Dockyard Road, Mumbai CST Area;Fast Food, Ice Cream, Beverages;200;50;3.8;107;47;30 minutes
ID_7571;Sector 1, Noida;Sandwich, Healthy Food, Beverages;150;50;3.6;49;15;30 minutes
ID_6673;D-Block, Sector 63, Noida;Lebanese, Biryani, Wraps, Rolls, Kebab;200;50;3.9;97;70;30 minutes
ID_8143;Delhi Administration Flats, Timarpur;North Indian, Chinese, Continental;100;50;NEW;-;-;30 minutes
ID_2483;Mumbai Central;Fast Food, North Indian, Biryani, Rolls, Wraps;200;50;3.9;232;100;65 minutes
ID_8511;Sector 1, Noida;Momos, Fast Food;200;99;3.8;71;43;30 minutes
ID_8511;Chandni Chowk, Kolkata;Tibetan, Momos;200;50;4.1;410;234;45 minutes
ID_1237;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Bakery;100;50;3.3;27;6;30 minutes
ID_7028;Sector 3, Marathalli;Andhra, North Indian, Chinese;250;50;2.9;22;2;45 minutes
ID_3901;Sector 3, Marathalli;Mithai, Street Food;150;50;3.8;52;21;30 minutes
ID_671;D-Block, Sector 63, Noida;Fast Food, Chinese, South Indian;150;50;NEW;-;-;30 minutes
ID_8474;Delhi High Court, India Gate;Chinese, Thai, Continental, North Indian;800;50;4.2;1116;707;45 minutes
ID_2301;Dockyard Road, Mumbai CST Area;Pizza, Fast Food;200;0;3.4;400;84;30 minutes
ID_5321;Sandhurst Road, Mumbai CST Area;Biryani, Hyderabadi, North Indian, Mughlai;100;50;-;-;-;30 minutes
ID_8340;Babarpur, New Delhi, Delhi;Hot dogs;100;50;3.6;29;11;30 minutes
ID_4135;Moulali, Kolkata;Bakery, Desserts, Fast Food;250;50;4.1;176;94;30 minutes
ID_419;Delhi University-GTB Nagar;South Indian;150;50;3.7;94;16;30 minutes
ID_1550;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Chinese, Fast Food;150;50;3.5;35;13;45 minutes
ID_5179;Sector 1, Noida;South Indian, Chinese, Beverages;150;50;3.2;75;31;30 minutes
ID_7520;Sector 14, Noida;North Indian, Chinese;200;50;NEW;-;-;45 minutes
ID_3262;Delhi High Court, India Gate;Mithai, North Indian, South Indian;200;50;3.9;443;279;30 minutes
ID_4031;MG Road, Pune;Ice Cream;100;50;4.0;61;40;30 minutes
ID_2402;D-Block, Sector 63, Noida;Healthy Food, North Indian, Biryani, Continental, Beverages;200;50;3.9;213;66;30 minutes
ID_6061;Sector 14, Noida;North Indian, South Indian, Chinese;100;50;3.6;71;31;30 minutes
ID_1745;Delhi University-GTB Nagar;North Indian, Chinese;250;50;3.8;504;137;45 minutes
ID_6735;Delhi Cantt.;North Indian, Chinese, Fast Food, Street Food, Mithai;150;50;3.3;95;20;45 minutes
ID_7145;Delhi High Court, India Gate;North Indian, Chinese, Italian;250;50;3.6;31;16;30 minutes
ID_7197;MG Road, Pune;Ice Cream, Beverages;100;50;3.8;56;20;30 minutes
ID_1112;MG Road, Pune;Burger, Street Food;150;50;-;-;-;30 minutes
ID_3437;Sector 1, Noida;North Indian, Chinese;150;50;NEW;-;-;30 minutes
ID_5353;Delhi Administration Flats, Timarpur;North Indian, Mughlai;200;50;3.2;5;3;30 minutes
ID_6255;Sandhurst Road, Mumbai CST Area;Iranian, North Indian, Mughlai, Chinese, Bakery;400;50;3.8;197;90;45 minutes
ID_5688;Delhi Cantt.;Italian, Fast Food;200;50;NEW;-;-;30 minutes
ID_7104;Hyderabad Public School, Begumpet;South Indian, North Indian, Chinese;200;50;3.7;389;54;45 minutes
ID_4918;Sandhurst Road, Mumbai CST Area;North Indian, Chinese;350;50;3.9;109;64;65 minutes
ID_8659;FTI College, Law College Road, Pune;Finger Food, North Indian, Continental, Salad, Italian;600;50;4.3;270;148;30 minutes
ID_612;Nathan Road, Mangaldas Road, Pune;Bakery;200;50;-;-;-;30 minutes
ID_3355;Sandhurst Road, Mumbai CST Area;Chinese, North Indian, South Indian, Fast Food;200;50;3.7;139;47;30 minutes
ID_6587;Rmz Centennial, I Gate, Whitefield;North Indian;200;99;2.8;91;51;45 minutes
ID_6601;Babarpur, New Delhi, Delhi;North Indian;100;50;3.7;67;1;30 minutes
ID_850;Sector 14, Noida;North Indian;150;50;-;-;-;30 minutes
ID_597;MG Road, Pune;Bakery, Desserts;200;50;3.4;15;3;30 minutes
ID_1185;Pune University;Fast Food;100;50;3.4;16;2;30 minutes
ID_3825;Sector 3, Marathalli;Mithai, Street Food;100;50;3.6;16;7;30 minutes
ID_5171;Sandhurst Road, Mumbai CST Area;Chinese, North Indian, Mughlai;250;50;3.4;79;37;30 minutes
ID_1544;Sandhurst Road, Mumbai CST Area;Street Food;100;50;3.3;9;4;45 minutes
ID_5799;FTI College, Law College Road, Pune;Street Food;100;50;-;-;-;30 minutes
ID_844;D-Block, Sector 63, Noida;Mithai, North Indian;100;50;3.4;44;11;65 minutes
ID_6706;Sandhurst Road, Mumbai CST Area;South Indian, Fast Food, North Indian, Chinese, Biryani;300;50;3.6;294;58;45 minutes
ID_6446;FTI College, Law College Road, Pune;North Indian, Chinese;200;50;3.7;64;25;30 minutes
ID_3631;Mico Layout, Stage 2, BTM Layout,Bangalore;Beverages, Fast Food;100;50;3.5;12;7;30 minutes
ID_6118;Nathan Road, Mangaldas Road, Pune;North Indian, Chinese;150;50;3.4;78;33;30 minutes
ID_6026;Nathan Road, Mangaldas Road, Pune;Chinese, Momos;200;50;3.4;58;13;45 minutes
ID_1250;Moulali, Kolkata;Cafe, Fast Food;150;50;3.6;144;68;30 minutes
ID_1084;Laxman Vihar Industrial Area, Sector 3A, Gurgoan;Bakery, Fast Food, Chinese;100;50;2.8;8;2;30 minutes
ID_4527;Sector 1, Noida;North Indian, Mughlai, Biryani, Rolls;200;99;4.7;249;235;30 minutes
ID_6657;Tejas Nagar Colony, Wadala West, Mumbai;South Indian;200;50;3.2;12;4;30 minutes
ID_8100;Babarpur, New Delhi, Delhi;Cafe, Desserts;200;50;3.3;13;1;30 minutes
ID_5660;Sector 14, Noida;North Indian, Mughlai, Rolls;200;50;2.7;20;6;30 minutes
ID_5770;Mico Layout, Stage 2, BTM Layout,Bangalore;Maharashtrian;100;50;3.8;59;23;30 minutes
ID_679;Babarpur, New Delhi, Delhi;North Indian, Mughlai;150;50;-;-;-;30 minutes
ID_4328;Sector 63A,Gurgaon;Mexican, American, Italian, Lebanese;650;50;4.0;173;107;65 minutes
ID_179;Majestic;South Indian, North Indian, Chinese, Street Food;150;50;2.5;109;64;30 minutes
ID_2657;Delhi University-GTB Nagar;Fast Food, North Indian;100;50;3.6;31;13;30 minutes
ID_7065;Mumbai Central;Fast Food, Street Food, Juices;100;50;3.6;82;28;65 minutes
ID_2988;Delhi Cantt.;North Indian, Chinese, Kebab, Momos, Burger, Rolls, Biryani;200;50;4.1;663;320;45 minutes
ID_85;MG Road, Pune;Desserts, Bakery;150;50;3.6;97;38;65 minutes
ID_7847;Delhi University-GTB Nagar;Fast Food, Chinese, Street Food, Bakery;200;50;3.7;177;72;30 minutes
ID_3714;Delhi Administration Flats, Timarpur;Fast Food, Street Food;150;50;3.4;12;6;30 minutes
ID_1694;Nathan Road, Mangaldas Road, Pune;Chinese;200;50;3.6;216;101;45 minutes
ID_6608;Nathan Road, Mangaldas Road, Pune;North Indian, Lebanese;350;50;3.5;51;21;30 minutes
ID_433;D-Block, Sector 63, Noida;North Indian, Chinese;200;50;3.4;153;22;45 minutes
ID_6609;Delhi University-GTB Nagar;Beverages, Ice Cream;100;50;3.3;13;4;30 minutes
ID_2621;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian, Street Food, South Indian;200;50;3.9;43;14;45 minutes
ID_8446;FTI College, Law College Road, Pune;Burger;100;50;3.4;11;1;30 minutes
ID_5197;Delhi Cantt.;Chinese;150;99;3.4;25;1;45 minutes
ID_3518;Sector 3, Marathalli;Andhra, Biryani;200;50;3.6;23;12;30 minutes
ID_2156;Rmz Centennial, I Gate, Whitefield;Tea, Fast Food;150;50;3.8;16;9;30 minutes
ID_1581;Sector 1, Noida;North Indian, Chinese;150;50;3.6;260;40;45 minutes
ID_1868;Sector 63A,Gurgaon;North Indian;200;50;3.3;11;6;30 minutes
ID_795;Mico Layout, Stage 2, BTM Layout,Bangalore;North Indian;150;50;2.9;5;4;30 minutes
ID_3768;Dockyard Road, Mumbai CST Area;Street Food;50;50;3.7;20;14;45 minutes
ID_1261;MG Road, Pune;Fast Food;100;50;-;-;-;30 minutes
ID_589;Sector 63A,Gurgaon;North Indian, Street Food;300;50;3.7;75;45;65 minutes
